31628024-5,2021-08-04,1.0,true,false,false
31628024-5,2021-08-05,1.0,true,false,false
31628024-5,2021-08-06,1.0,true,false,false
31628024-5,2021-08-09,1.0,true,false,false
31628024-5,2021-08-10,0.0,false,true,false
31628024-5,2021-08-11,1.0,true,false,false
31628024-5,2021-08-14,1.0,true,false,false
31628024-5,2021-08-15,1.0,true,false,false
31628024-5,2021-08-16,1.0,true,false,false
31628024-5,2021-08-19,1.0,true,false,false
31628024-5,2021-08-20,1.0,true,false,false
31628024-5,2021-08-21,0.0,false,false,false
31628024-5,2021-08-24,1.0,true,false,false
31628024-5,2021-08-25,1.0,true,false,false
31628024-5,2021-08-26,1.0,true,false,false
31628024-5,2021-08-29,0.0,false,false,false
31628024-5,2021-08-30,1.0,true,false,false
31628024-5,2021-08-31,1.0,true,false,false
32075833-1,2021-08-04,1.0,true,false,false
32075833-1,2021-08-05,1.0,true,false,false
32075833-1,2021-08-06,1.0,true,false,false
32075833-1,2021-08-09,1.0,true,false,false
32075833-1,2021-08-10,1.0,true,false,false
32075833-1,2021-08-11,1.0,true,false,false
32075833-1,2021-08-14,1.0,true,false,false
32075833-1,2021-08-15,1.0,true,false,false
32075833-1,2021-08-16,1.0,true,false,false
32075833-1,2021-08-19,1.0,true,false,false
32075833-1,2021-08-20,1.0,true,false,false
32075833-1,2021-08-21,1.0,true,false,false
32075833-1,2021-08-24,1.0,true,false,false
32075833-1,2021-08-25,1.0,true,false,false
32075833-1,2021-08-26,0.0,false,true,false
32075833-1,2021-08-29,0.5,true,false,true
32075833-1,2021-08-30,1.0,true,false,false
32075833-1,2021-08-31,1.0,true,false,false
32663663-7,2021-08-04,1.0,true,false,false
32663663-7,2021-08-05,1.0,true,false,false
32663663-7,2021-08-06,1.0,true,false,false
32663663-7,2021-08-09,1.0,true,false,false
32663663-7,2021-08-10,1.0,true,false,false
32663663-7,2021-08-11,1.0,true,false,false
32663663-7,2021-08-14,1.0,true,false,false
32663663-7,2021-08-15,1.0,true,false,false
32663663-7,2021-08-16,1.0,true,false,false
32663663-7,2021-08-19,0.8,true,false,true
32663663-7,2021-08-20,1.0,true,false,false
32663663-7,2021-08-21,0.0,false,false,false
32663663-7,2021-08-24,1.0,true,false,false
32663663-7,2021-08-25,1.0,true,false,false
32663663-7,2021-08-26,1.0,true,false,false
32663663-7,2021-08-29,1.0,true,false,false
32663663-7,2021-08-30,1.0,true,false,false
32663663-7,2021-08-31,1.0,true,false,false
39360608-6,2021-08-04,1.0,true,false,false
39360608-6,2021-08-05,1.0,true,false,false
39360608-6,2021-08-06,1.0,true,false,false
39360608-6,2021-08-09,1.0,true,false,false
39360608-6,2021-08-10,1.0,true,false,false
39360608-6,2021-08-11,1.0,true,false,false
39360608-6,2021-08-14,1.0,true,false,false
39360608-6,2021-08-15,1.0,true,false,false
39360608-6,2021-08-16,0.0,false,true,false
39360608-6,2021-08-19,1.0,true,false,false
39360608-6,2021-08-20,0.0,false,false,false
39360608-6,2021-08-21,1.0,true,false,false
39360608-6,2021-08-24,0.0,false,false,false
39360608-6,2021-08-25,1.0,true,false,false
39360608-6,2021-08-26,1.0,true,false,false
39360608-6,2021-08-29,1.0,true,false,false
39360608-6,2021-08-30,1.0,true,false,false
39360608-6,2021-08-31,1.0,true,false,false
48264581-8,2021-08-04,1.0,true,false,false
48264581-8,2021-08-05,1.0,true,false,false
48264581-8,2021-08-06,1.0,true,false,false
48264581-8,2021-08-09,0.0,false,false,false
48264581-8,2021-08-10,1.0,true,false,false
48264581-8,2021-08-11,1.0,true,false,false
48264581-8,2021-08-14,0.0,false,false,false
48264581-8,2021-08-15,1.0,true,false,false
48264581-8,2021-08-16,1.0,true,false,false
48264581-8,2021-08-19,1.0,true,false,false
48264581-8,2021-08-20,1.0,true,false,false
48264581-8,2021-08-21,1.0,true,false,false
48264581-8,2021-08-24,1.0,true,false,false
48264581-8,2021-08-25,1.0,true,false,false
48264581-8,2021-08-26,1.0,true,false,false
48264581-8,2021-08-29,1.0,true,false,false
48264581-8,2021-08-30,1.0,true,false,false
48264581-8,2021-08-31,0.0,false,true,false
43676048-6,2021-08-04,1.0,true,false,false
43676048-6,2021-08-05,1.0,true,false,false
43676048-6,2021-08-06,0.0,false,false,false
43676048-6,2021-08-09,0.0,false,false,false
43676048-6,2021-08-10,1.0,true,false,false
43676048-6,2021-08-11,1.0,true,false,false
43676048-6,2021-08-14,0.0,false,false,false
43676048-6,2021-08-15,1.0,true,false,false
43676048-6,2021-08-16,1.0,true,false,false
43676048-6,2021-08-19,1.0,true,false,false
43676048-6,2021-08-20,1.0,true,false,false
43676048-6,2021-08-21,1.0,true,false,false
43676048-6,2021-08-24,0.0,false,false,false
43676048-6,2021-08-25,1.0,true,false,false
43676048-6,2021-08-26,1.0,true,false,false
43676048-6,2021-08-29,1.0,true,false,false
43676048-6,2021-08-30,1.0,true,false,false
43676048-6,2021-08-31,1.0,true,false,false
37008230-5,2021-08-04,1.0,true,false,false
37008230-5,2021-08-05,1.0,true,false,false
37008230-5,2021-08-06,1.0,true,false,false
37008230-5,2021-08-09,0.0,false,false,false
37008230-5,2021-08-10,0.0,false,true,false
37008230-5,2021-08-11,1.0,true,false,false
37008230-5,2021-08-14,0.0,false,false,false
37008230-5,2021-08-15,1.0,true,false,false
37008230-5,2021-08-16,1.0,true,false,false
37008230-5,2021-08-19,1.0,true,false,false
37008230-5,2021-08-20,1.0,true,false,false
37008230-5,2021-08-21,1.0,true,false,false
37008230-5,2021-08-24,1.0,true,false,false
37008230-5,2021-08-25,0.0,false,false,false
37008230-5,2021-08-26,1.0,true,false,false
37008230-5,2021-08-29,1.0,true,false,false
37008230-5,2021-08-30,1.0,true,false,false
37008230-5,2021-08-31,1.0,true,false,false
36956555-2,2021-08-04,1.0,true,false,false
36956555-2,2021-08-05,1.0,true,false,false
36956555-2,2021-08-06,1.0,true,false,false
36956555-2,2021-08-09,1.0,true,false,false
36956555-2,2021-08-10,1.0,true,false,false
36956555-2,2021-08-11,1.0,true,false,false
